Couldn't import dot_parser, loading of dot files will not be possible.
Wide Residual Network-16-4 created.
Finished compiling
preprocessing
ADVERSARIAL
(0.019716512, 0.037685052, 0.036322806)
(0.017082665, 0.011153841, 0.00026639825)
(1.1542276e-05, 0.041500431, 0.0090719312)
(2.6378854e-07, 0.0022137288, 4.0479448e-05)
(0.050375979, 0.0080869356, 0.030399105)
(0.084137365, 0.017910892, 0.0030857879)
(0.00010255561, 0.00019252705, 0.005998305)
(9.2237951e-06, 0.00041953468, 4.6406549e-07)
(0.0012346291, 0.011910713, 0.00014748506)
(0.011392647, 0.00032573863, 0.035831459)
(3.7345903e-06, 0.0036474951, 3.3552693e-05)
(0.019526863, 0.0061019249, 0.00036296676)
(0.0010364207, 0.021027287, 0.0029188702)
(0.0006757261, 4.8861046e-05, 0.00038494501)
(0.0094559304, 0.0012174014, 0.012041857)
(8.6931599e-05, 0.0093227159, 0.00091500924)
(0.054208077, 0.0053350264, 0.002748749)
(0.051088959, 0.011637995, 0.00054246414)
(0.0087380642, 0.022867266, 0.031054568)
(0.00052964024, 0.00010162173, 1.8649935e-05)
(0.01507294, 0.0044427244, 0.023670034)
(0.012624187, 0.049139209, 0.043894175)
(0.00022006783, 0.0007115904, 0.00073843281)
(0.034469068, 0.035223059, 0.031665206)
(0.0065353699, 0.006143908, 0.012309332)
(3.6726973e-08, 2.0002717e-07, 8.9044171e-08)
(0.0016900385, 0.0061664903, 0.0040245908)
(0.016888415, 0.00012742635, 8.170141e-07)
(0.01160515, 0.01134781, 0.002333784)
(0.0084811728, 0.01007269, 0.018389951)
(3.5088397e-05, 6.5764254e-07, 1.7653416e-10)
(0.012804697, 0.00018836165, 0.0013771158)
(0.0004132973, 0.02339397, 0.032451145)
(0.003936687, 0.00144821, 4.5607849e-05)
(7.3968238e-08, 1.5982758e-09, 5.3007231e-11)
(4.7670241e-09, 3.7412981e-05, 0.0025628479)
(6.529162e-06, 0.024371803, 0.00021837275)
(0.0010371027, 0.016713414, 0.0046097739)
(0.015228328, 0.0060920818, 0.001824048)
(0.00036084437, 3.4457285e-06, 1.3695279e-05)
(2.4318004e-08, 0.021547791, 1.112169e-05)
(3.7972648e-05, 1.1578823e-06, 9.8297628e-09)
(0.014603013, 0.048986789, 0.013286537)
(0.032393206, 0.00054721348, 1.595874e-05)
(0.012881274, 0.014192027, 0.00030864129)
(0.00014594513, 1.8510649e-06, 0.0067845881)
(0.0058488459, 0.00099662354, 0.00045591983)
(0.010214241, 0.042236678, 0.024170697)
(0.01811645, 0.023671424, 0.00019219633)
(0.024839953, 0.0072286888, 3.4690464e-05)
(0.048825819, 0.013041112, 0.00061050302)
(0.015561722, 0.053937107, 0.0044163135)
(0.0017245993, 0.013392024, 5.0027882e-07)
(0.022807885, 0.01467566, 0.0073601552)
(1.7263518e-07, 5.3477113e-05, 4.0696732e-06)
(0.018714603, 0.0001591539, 2.6409769e-10)
(1.093147e-08, 7.6080769e-06, 3.0572599e-05)
(0.058659256, 0.017614301, 0.00424205)
(0.0062734312, 0.010322688, 8.1570826e-05)
