% 1. Title: Adversarial Recognition
% 
% 2. Sources:
%      (a) Creator: Melanie Ducoffe
%      (b) Date: March, 7, 2017
% 
@RELATION adversarial_fisher

@ATTRIBUTE pred0  NUMERIC
@ATTRIBUTE class        {0, 1}
@DATA
0.0250679,0
0.122697,0
0.0782013,0
0.00267008,0
0.0757062,0
0.00725981,0
0.052032,0
0.0342335,0
0.00126044,0
0.018394,0
0.00835701,0
2.22E-007,0
0.0155251,0
0.051973,0
2.57E-005,0
0.013934,0
0.0201926,0
0.000135602,0
1.14E-005,0
6.61E-006,0
0.0160489,0
0.0515703,0
0.00259166,0
0.00876383,0
0.0381451,0
0.000130392,0
0.0238597,0
0.0171276,0
0.0744926,0
0.000521899,0
0.0255731,0
0.0193639,0
0.00262229,0
0.00185657,0
0.002496,0
0.0356046,0
6.38E-005,0
8.01E-007,0
7.40E-007,0
0.00306067,0
0.00084264,0
0.00496648,0
0.00193918,0
0.0728659,0
0.00539718,0
0.00731126,0
0.0042606,0
0.0280768,0
4.58E-010,0
1.69E-008,0
0.0242127,0
3.53E-005,0
0.0334638,0
2.15E-006,0
0.0609917,0
0.00178005,0
0.00264588,0
0.00145391,0
0.000907376,0
0.0568462,0
0.0768042,0
0.0106972,0
0.0808687,0
0.00066076,0
0.011039,0
9.98E-005,0
0.00183227,0
0.00970361,0
0.00124647,0
0.102109,0
0.000340751,0
0.0260363,0
6.94E-005,0
0.0406825,0
0.000387523,0
0.0189267,0
0.0173671,0
0.0418979,0
0.0250487,0
0.00415717,0
0.0149221,0
0.101211,0
0.00113781,0
0.00224094,0
0.0977863,0
0.116512,0
0.106109,0
0.000344103,0
0.0408646,0
0.00077295,0
0.0233482,0
0.0635057,0
0.00965059,0
0.0117492,0
0.0168932,0
0.0838468,0
0.0202889,0
0.00599261,0
0.000850631,0
9.69E-011,0
0.112539,0
9.44E-007,0
0.0827508,0
0.000231142,0
0.0742658,0
0.0590432,0
0.0578041,0
0.0765372,0
0.0386861,0
0.0125103,0
0.000181747,0
0.00146136,0
0.0566914,0
0.0117612,0
0.0699908,0
0.00454653,0
0.0271193,0
0.0867475,0
0.00350505,0
0.00958073,0
9.98E-005,0
0.0162428,0
0.0357287,0
0.0100145,0
0.00501979,0
0.0403201,0
0.000814726,0
4.57E-006,0
0.0184672,0
0.0405805,0
0.0512798,0
0.138317,0
0.021538,0
0.000472011,0
0.0652862,0
0.0076778,0
0.0163521,0
0.00143212,0
0.00648578,0
0.00651229,0
0.00709519,0
0.0195881,0
0.0262964,0
0.00636245,0
0.103079,0
0.00175868,0
9.56E-005,0
0.0080569,0
0.0607852,0
5.19E-006,0
0.0314216,0
0.000347131,0
0.00341823,0
0.0481694,0
0.0109931,0
0.00716503,0
2.89E-005,0
0.0175671,0
0.046589,0
0.0225329,0
0.000949589,0
0.00071683,0
0.00100933,0
0.105533,0
0.0121636,0
7.87E-006,0
0.0698771,0
0.0411685,0
1.20E-005,0
0.0569133,0
0.0279914,0
1.64E-006,0
0.000184883,0
0.0217731,0
0.00167384,0
0.0199082,0
0.0220786,0
0.0207476,0
0.0272752,0
0.00505481,0
2.05E-005,0
1.78E-005,0
0.000155204,0
0.00456647,0
0.0751448,0
0.00107915,0
0.0215957,0
0.0572679,0
0.0477161,0
0.00395964,0
4.24E-006,0
0.000192808,0
0.00103169,0
0.0640815,0
0.0156437,0
0.00738503,0
0.113793,0
3.83E-005,0
0.00528918,0
0.00390782,0
0.0250799,0
0.0855101,0
0.0272536,0
0.0382169,0
0.0239183,0
0.072441,0
0.0160553,0
4.54E-005,0
2.96E-014,0
0.00199485,0
3.85E-008,0
6.39E-005,0
0.0259189,0
0.0118669,0
0.0120746,0
0.0290979,0
0.0039793,0
0.0101762,0
0.00692938,0
0.0373865,0
0.00132363,0
0.00374841,0
0.029713,0
0.00842651,0
0.0091258,0
0.000361355,0
0.0676183,0
0.0551106,0
0.175512,0
0.0317797,0
0.0157187,0
0.0300148,0
2.39E-007,0
2.15E-009,0
0.0164992,0
5.64E-005,0
0.00015132,0
2.62E-006,0
2.85E-010,0
0.107254,0
0.0396184,0
0.0475168,0
0.044833,0
2.62E-005,0
0.00134887,0
0.0490769,0
0.0197198,0
0.00972971,0
0.0056143,0
0.10372,0
0.00176385,0
0.0236667,0
0.00888414,0
0.00219024,0
0.00628013,0
0.00255362,0
0.0633352,0
0.00064318,0
0.000798578,0
0.00713575,0
0.0705151,0
0.0110289,0
0.0582343,0
0.00149174,0
0.000386769,0
5.83E-006,0
0.0432009,0
0.143457,0
0.0580357,0
1.89E-009,0
0.00819383,0
0.00823066,0
0.0267921,0
0.130583,0
0.0272241,0
0.0088461,0
0.082587,0
0.0224981,0
0.104584,0
0.0167728,0
0.0494565,0
0.0122826,0
0.0424937,0
0.000220656,0
0.101512,0
1.29E-009,0
1.79E-005,0
1.08E-005,0
0.00179716,0
0.00892946,0
0.081233,0
0.0691233,0
0.0176449,0
1.69E-006,0
0.131795,0
0.0542071,0
7.23E-005,0
0.0223723,0
0.00366143,0
0.0530725,0
6.31E-007,0
0.0118128,0
0.101753,0
0.141286,0
0.0057167,0
0.000122332,0
1.32E-005,0
2.47E-006,0
0.0861238,0
0.0502638,0
0.0534761,0
0.0345876,0
0.028439,0
0.0411014,0
0.00225419,0
0.060795,0
0.0715645,0
7.57E-007,0
0.0214699,0
0.00610123,0
4.53E-005,0
0.00148718,0
0.0611059,0
0.0263685,0
0.0356776,0
0.028052,0
0.00457239,0
0.00137683,0
0.000183876,0
2.51E-006,0
0.00164533,0
4.14E-005,0
0.0161356,0
0.0304325,0
7.38E-005,0
0.138248,0
0.000691152,0
0.0267815,0
0.013143,0
0.0307821,0
0.054407,0
0.0461081,0
6.67E-006,0
0.00251038,0
5.47E-006,0
1.29E-008,0
0.00520105,0
0.0212052,0
0.0192331,0
0.0214511,0
0.0392117,0
0.0483465,0
0.00837081,0
0.0812558,0
0.0119016,0
0.0351,0
0.0676595,0
0.0154218,0
2.87E-005,0
0.0235495,0
0.00454287,0
0.000276075,0
0.076389,0
5.16E-005,0
0.0714073,0
4.22E-005,0
0.0570699,0
0.0325232,0
0.039381,0
1.48E-006,0
0.0686094,0
0.0157423,0
0.00167499,0
0.0373942,0
0.000828643,0
2.73E-007,0
0.0100027,0
0.00533264,0
0.0555331,0
0.0162729,0
0.0505302,0
0.0565781,0
0.00697411,0
0.00180679,0
0.0886642,0
0.000943536,0
0.00182726,0
0.00199522,0
0.0807889,0
0.0119548,0
5.99E-005,0
0.00214332,0
0.00936725,0
0.0344881,0
0.00329938,0
5.71E-008,0
0.0221527,0
0.00178709,0
0.0440618,0
0.0147158,0
0.060154,0
0.00218811,0
0.000808041,0
0.0108909,0
0.0221098,0
0.0377905,0
0.10331,0
0.0597112,0
0.0502686,0
0.00186639,0
0.00448014,0
0.00786075,0
0.0446128,0
0.0180783,0
1.81E-009,0
0.0383708,0
2.44E-005,0
0.0150296,0
0.000885006,0
0.0609665,0
0.0496723,0
0.0468786,0
0.0116299,0
0.0711531,0
9.47E-005,0
0.0636555,0
0.00301104,0
0.00524287,0
5.11E-005,0
0.0183526,0
0.0144298,0
0.0817162,0
0.0524459,0
0.0408505,0
8.59E-007,0
0.0153385,0
3.42E-009,0
0.0641605,0
0.000637338,0
0.00253526,0
0.000118351,0
0.000129562,0
0.0112668,0
0.0920518,0
0.0702299,0
0.0262154,0
0.00757076,0
0.00339592,0
0.0551662,0
0.0103635,0
0.00465399,0
0.0311795,0
0.0406591,0
0.0404338,0
0.00079469,0
0.011532,0
0.0052162,0
0.0137061,0
0.00126328,0
0.0606309,0
0.0208237,0
7.48E-007,0
0.0260368,0
0.051545,0
0.00795626,0
0.0296134,0
0.00903241,0
0.0470156,0
0.0432875,0
0.000703665,0
0.000700474,0
4.07E-007,0
0.00202482,0
0.0912635,0
0.0106622,0
0.000319475,0
0.00157426,0
0.0218656,0
0.000207125,0
0.0617047,0
0.0221059,0
9.72E-021,0
0.0164941,0
0.000430674,0
0.00163092,0
0.0187174,0
0.0214649,0
0.0109731,0
3.52E-009,0
0.00926829,0
0.0607301,0
0.0970334,0
0.0282894,0
0.0130206,0
0.0218695,0
4.95E-005,0
0.0702275,0
0.0248738,0
0.00280719,0
0.168764,0
0.0510288,0
0.00226349,0
0.000208719,0
0.00156399,0
0.0603273,0
0.00153315,0
0.00255556,0
0.064437,0
0.0322572,0
0.00105926,0
0.000977379,0
0.00237448,0
0.0693076,0
0.0876987,0
0.0119326,0
0.00365643,0
0.0101181,0
0.0386264,0
0.0257952,0
0.000718702,0
0.0111317,0
0.107382,0
0.05008,0
0.000135146,0
0.0284869,0
0.0216952,0
0.0169789,0
0.0182832,0
0.0799665,0
0.019248,0
0.0202691,0
0.158432,0
0.0795854,0
2.20E-007,0
0.0443479,0
0.0395674,0
0.0516913,0
0.0784724,0
0.179652,0
0.00122523,0
0.00042039,0
0.0181271,0
0.0382236,0
0.00790711,0
0.0109227,0
0.0166476,0
0.026756,0
0.000798025,0
0.00174502,0
1.10E-007,0
0.00518091,0
0.00312595,0
0.000115858,0
0.153346,0
0.0195683,0
0.00783741,0
0.145058,0
0.0260709,0
7.14E-005,0
0.00730445,0
0.0908274,0
1.47E-005,0
0.054682,0
0.00929194,0
0.0918322,0
0.00356855,0
0.00368218,0
0.022157,0
0.0549068,0
0.000382146,0
0.0586537,0
0.00540295,0
0.0140243,0
8.49E-005,0
0.00187396,0
0.0048395,0
0.0456595,0
0.00984452,0
0.0435837,0
0.0740617,0
0.128099,0
1.38E-006,0
0.0284088,0
0.00885661,0
0.0184487,0
0.016746,0
6.79E-006,0
0.000544537,0
0.00112901,0
0.00386978,0
0.0681496,0
0.0196932,0
0.0563505,0
0.0148794,0
0.0361201,0
0.0106911,0
0.0236543,0
0.00138678,0
0.0503663,0
0.0240686,0
3.25E-005,0
0.00834403,0
0.0420439,0
0.0019614,0
0.0185906,0
0.129589,0
0.0590805,0
0.0709798,0
0.0323448,0
0.0263204,0
0.0606196,0
0.0350233,0
0.0794493,0
0.0655179,0
0.00638278,0
0.0149396,0
0.0526683,0
0.0511084,0
0.00300402,0
0.00014338,0
0.000476598,0
0.0111896,0
0.0547525,0
0.0959262,0
0.00488436,0
0.0369983,0
0.00259341,0
0.0198163,0
0.0152585,0
0.00692929,0
0.0561772,0
0.000490742,0
2.09E-005,0
0.0420198,0
0.0670847,0
0.0814165,0
0.0120351,0
4.70E-008,0
0.00272136,0
0.0258568,0
0.000640086,0
0.0230938,0
0.0334716,0
0.0517096,0
0.093775,0
8.19E-005,0
0.0268592,0
0.0084246,0
0.0123105,0
0.0449104,0
0.011081,0
0.0248637,0
0.0018798,0
0.0632741,0
0.0143514,0
0.00863494,0
9.60E-007,0
0.00426523,0
0.00144701,0
0.0707188,0
0.0519086,0
0.042086,0
0.053267,0
0.0021939,0
0.0562818,0
0.0222178,0
0.00352744,0
0.0485474,0
0.0221182,0
0.0662705,0
0.000132872,0
1.71E-005,0
0.142514,0
3.69E-009,0
0.019073,0
0.0105525,0
0.0305392,0
0.0384232,0
0.0111201,0
0.0130644,0
0.00022249,0
0.0761713,0
0.00518592,0
0.000776158,0
0.0500824,0
0.0198767,0
2.44E-008,0
0.0248198,0
0.014595,0
0.00746491,0
0.0604957,0
0.019224,0
0.0112141,0
0.0112782,0
0.00873645,0
0.0369511,0
0.122202,0
0.0713145,0
0.00202766,0
1.82E-005,0
4.02E-008,0
0.00144122,0
0.0184074,0
0.0219508,0
0.00577916,0
0.0481777,0
0.00340802,0
0.00320484,0
0.0490082,0
0.00195106,0
1.40E-006,0
0.00899967,0
0.0413345,0
0.00996592,0
0.0401257,0
0.000162186,0
0.132492,0
0.0106288,0
0.0064082,0
0.00998021,0
0.00961532,0
0.00402026,0
0.0123184,0
9.61E-006,0
0.0178881,0
0.00619893,0
0.0101162,0
0.0442517,0
0.0486275,0
5.65E-005,0
0.0488522,0
0.0708372,0
0.0125818,0
0.00445264,0
0.019014,0
0.00151435,0
0.00138537,0
0.00219911,0
0.0688357,0
0.00805187,0
1.47E-006,0
1.87E-006,0
0.0330579,0
0.0152241,0
0.000111822,0
0.00164963,0
0.00655684,0
0.0707553,0
0.0059597,0
4.21E-005,0
0.000184512,0
0.00475929,0
0.00286507,0
1.34E-005,0
0.00892417,0
0.0556511,0
0.0959323,0
0.000164114,0
0.00408945,0
5.12E-009,0
0.0182323,0
0.0558654,0
0.000317697,0
0.0226945,0
0.0813858,0
0.0321593,0
0.00192944,0
0.00924177,0
0.0117765,0
0.00994568,0
5.04E-008,0
9.87E-007,0
0.010736,0
0.0538493,0
0.0227377,0
8.31E-005,0
0.0491966,0
0.00375749,0
0.0220958,0
0.00640834,0
2.05E-007,0
0.0187384,0
0.0159737,0
0.0236278,0
0.130613,0
2.52E-005,0
0.000129846,0
0.00245417,0
3.83E-006,0
0.029313,0
0.109032,0
0.000698481,0
0.0016192,0
0.0145471,0
0.0124287,0
0.0700751,0
0.00114174,0
0.0468348,0
4.48E-007,0
0.0229115,0
0.000185391,0
0.0459004,0
0.00598963,0
0.0975009,0
0.0863909,0
0.0557469,0
0.00673817,0
0.0165294,0
0.0252845,0
0.0191068,0
1.95E-005,0
0.0170115,0
2.26E-006,0
0.124697,0
0.066449,0
0.06112,0
0.00243141,0
0.0508097,0
0.0139986,0
0.00901574,0
0.0275292,0
0.0789915,0
1.10E-014,0
0.00913355,0
0.0367923,0
0.000943171,0
0.00362453,0
0.109258,0
0.00735998,0
0.00258245,0
0.109643,0
5.67E-007,0
0.120614,0
0.00748875,0
0.0240895,0
3.88E-008,0
0.0570217,0
0.0592966,0
0.00226461,0
0.0071189,0
0.000123672,0
0.00155759,0
6.21E-012,0
0.0071414,0
0.0290088,0
0.00196209,0
0.000997592,0
0.0333627,0
3.70E-006,0
0.0165947,0
1.08E-006,0
0.00326847,0
1.58E-005,0
0.0510188,0
9.58E-005,0
0.00998559,0
0.0454276,0
0.124236,0
0.0341144,0
0.0353235,0
0.00120261,0
0.0679093,0
0.0643155,0
2.53E-006,0
0.0187176,0
0.0151491,0
0.103041,0
4.12E-006,0
0.062772,0
7.43E-011,0
2.39E-005,0
0.0070281,0
0.0223201,0
0.0164445,0
0.0391289,0
0.0813052,0
0.000433303,0
0.0217745,0
0.0395384,0
0.00335263,0
0.00541649,0
0.00287142,0
0.0552463,0
7.49E-005,0
0.0543908,0
0.058492,0
0.0345664,0
0.0389224,0
4.25E-005,0
0.000716133,0
0.0180134,0
8.63E-008,0
0.00638636,0
2.55E-005,0
0.0424108,0
0.00486486,0
1.43E-005,0
0.0093951,0
0.0409131,0
0.000191061,0
0.000122268,0
0.0260749,0
0.0111602,0
0.0852926,0
0.0200641,0
0.00210399,0
0.00975187,0
9.17E-005,0
0.000428566,0
0.0352134,0
6.76E-005,0
0.0432062,0
0.00215946,0
2.19E-008,0
0.066189,0
0.000243063,0
0.0208044,0
0.0134327,0
0.0197601,0
0.000512966,0
0.0529573,0
0.0753958,0
0.0603608,0
0.01756,0
1.43E-008,0
0.0035845,0
0.0535234,0
0.0087614,0
2.05E-005,0
0.000195208,0
8.91E-006,0
0.000982954,0
0.0814376,0
0.000244669,0
0.0800298,0
0.0960438,0
3.08E-005,0
0.000512609,0
4.82E-009,0
5.10E-009,0
0.000200846,0
0.00231264,0
0.0202308,0
0.00124178,0
3.14E-010,0
0.0781321,0
0.0086002,0
0.031086,0
0.00123444,0
0.000769143,0
0.00058227,0
0.0106498,0
0.00496376,0
0.0137252,0
0.0243092,0
0.0350098,0
0.00179765,0
0.00338219,0
0.042188,0
0.0164086,0
0.0137851,0
0.00661767,0
0.141603,0
0.0488967,0
0.00535262,0
0.013087,0
0.0467965,0
0.000714442,0
0.000427163,0
0.129298,0
0.057072,0
0.0292943,0
0.00318556,0
0.0206764,0
0.137655,0
0.017878,0
0.00323589,0
0.0472778,0
0.000517946,0
0.0882057,0
0.107296,0
0.088613,0
0.0149286,0
0.0965736,0
0.0878927,0
0.000176642,0
1.35E-006,0
0.0435895,0
0.0358238,0
8.26E-005,0
0.0210068,0
0.0508865,0
0.0312071,0
0.0602765,0
0.0910336,0
0.0493422,0
0.0223181,0
0.0146013,0
0.0393539,0
0.0553879,0
1.34E-007,0
0.074174,0
6.20E-005,0
1.90E-005,0
0.0736893,0
2.32E-006,0
0.0006363,0
0.0343343,0
8.66E-005,0
0.0590782,0
0.105419,0
6.79E-012,0
0.0303877,0
0.00444399,0
0.00983303,0
2.61E-005,0
6.35E-006,0
0.00187861,0
0.00674566,0
0.0116616,0
0.0322861,0
0.0924752,0
0.00789208,0
0.0192719,0
0.0174097,0
3.36E-006,0
0.000176829,0
0.0368055,0
0.0991405,0
0.0236968,0
0.0748313,0
0.00449075,0
0.0199382,0
0.0486386,0
0.0038557,0
0.018628,0
0.0595631,0
0.0129416,0
0.000615336,0
0.00113545,0
0.0116643,0
0.0458644,0
0.0315962,0
0.0623047,0
0.00628355,0
0.0919142,0
0.0173587,0
0.0298652,0
7.28E-005,0
0.00541613,0
8.48E-005,0
0.0488232,0
0.0280004,0
0.0159911,0
0.00198463,0
0.0196072,0
0.013294,0
0.00180491,0
0.0504073,0
0.00531169,0
0.00285368,0
0.0134154,0
0.0687248,0
4.98E-009,0
7.14E-005,0
0.00796735,0
0.018742,0
0.0523763,0
0.00315477,0
2.65E-005,0
0.0208767,0
0.0371894,0
0.000374079,0
3.44E-009,0
0.0158165,0
6.92E-006,0
0.0167905,0
0.0246157,0
0.02757,0
0.0614494,0
0.00356271,0
4.93E-007,0
0.0534248,0
0.110997,0
4.93E-005,0
0.0837211,0
0.000509776,0
0.00138735,0
0.000690557,0
0.00340399,0
0.0289033,0
0.0806943,0
0.00100463,0
0.0177341,0
0.0005673,0
1.53E-005,0
0.0474517,0
3.03E-005,0
0.157681,0
0.030597,0
0.0680302,0
0.00732306,0
0.112763,0
0.03594,0
0.138909,0
0.0137705,0
0.00349813,0
0.0186453,0
0.0347343,0
0.00463366,0
0.0211112,0
0.0529379,0
5.28E-007,0
0.00780217,0
0.0143615,0
0.0867017,0
0.0184939,0
0.00523333,0
0.0333946,0
5.70E-010,0
0.00518872,0
0.0969853,0
0.0259484,0
0.0396988,0
0.077671,0
0.0726034,0
0.10147,0
0.0240353,0
0.00794563,0
0.0329645,0
0.0111493,0
0.0774062,0
0.0309863,0
0.00836893,0
0.0158533,0
0.052546,0
0.00828567,0
0.0803838,0
0.0105561,0
7.73E-005,0
0.0627022,0
1.51E-007,0
2.94E-006,0
0.0225987,0
0.0670537,0
0.0173892,0
0.0167429,0
0.0366137,0
2.22E-005,0
0.00890199,0
0.0283125,0
0.0146853,0
0.0194968,0
0.101531,0
0.00277442,0
0.0441531,0
0.0337748,0
0.0198908,0
0.0316647,0
0.0328895,0
0.0258713,0
0.0159436,0
0.161198,0
0.0800052,0
1.99E-007,0
0.00974501,0
0.0126887,0
0.0270323,0
0.0303631,0
0.024101,0
0.00897536,0
0.0149155,0
0.000402712,0
0.0109889,0
0.0127336,0
0.0078761,0
0.0730483,0
0.0350983,0
0.0237536,0
0.000142888,0
0.000298171,0
0.0115262,0
0.0562974,0
0.00773702,0
0.00122441,0
6.26E-006,0
0.018317,0
0.0040338,0
0.00574166,0
0.00253785,0
0.126102,0
0.000839283,0
2.06E-005,0
0.0510926,0
0.000182875,0
0.0240339,0
0.0446018,0
0.0324965,0
0.0167218,0
0.00823309,0
0.000337637,0
0.0576246,0
0.00111084,0
0.00153329,0
3.24E-007,0
0.00447059,0
0.018277,0
0.00066275,0
0.03604,0
0.0631191,0
0.0648665,0
0.000822325,0
0.0154268,0
0.042562,0
2.14E-006,0
0.00860697,0
0.0276894,0
0.0321428,0
0.08164,0
0.00276385,0
0.0572701,0
0.0461253,0
0.0317549,0
1.05E-005,0
0.0164201,0
0.0405703,0
0.0478734,0
0.0575385,0
0.0417466,0
0.00355684,0
0.0110244,0
0.00799558,0
0.0205416,0
0.0721617,0
0.0729692,0
0.0884167,0
0.00419042,0
0.020909,0
0.027949,0
0.000301004,0
0.0167401,0
0.0376465,0
0.0239916,0
0.0437143,0
0.0413348,0
0.0542101,0
0.0378553,0
0.000789803,0
4.05E-015,0
0.0191564,0
0.0916883,0
0.0414079,0
0.00664372,0
0.0207024,0
0.0257032,0
0.0420449,0
0.0147195,0
9.39E-005,0
0.000659783,0
0.00325921,0
0.00732067,0
0.015524,0
9.31E-011,0
0.00983109,0
0.00771179,0
0.0517336,0
0.0266843,0
0.0122319,0
0.102824,0
5.98E-005,0
0.0539846,0
0.000651444,0
0.0173339,0
0.000518579,0
0.0373795,0
0.0133767,0
4.33E-005,0
0.000898585,0
0.024492,0
0.0101542,0
0.0206269,0
0.00591896,0
8.48E-005,0
4.67E-005,0
0.0239025,0
0.0567196,0
5.17E-005,0
1.80E-012,0
0.00201831,0
0.131355,0
0.00267555,0
0.029823,0
0.0460378,0
0.00793919,0
0.0761034,0
0.0214563,0
0.00378691,0
8.33E-006,0
0.0880978,0
1.76E-006,0
0.0382833,0
0.0103955,0
6.66E-008,0
0.000507269,0
0.0219109,0
0.00168206,0
0.00841014,0
0.0478448,0
0.0246812,0
8.93E-009,0
0.0019994,0
0.0390259,0
0.024341,0
0.00835995,0
0.0380146,0
4.09E-005,0
0.010502,0
0.00550369,0
0.0437587,0
0.0201297,0
0.0346832,0
0.0163649,0
0.030351,0
0.022772,0
0.0412828,0
0.0089505,0
0.00185892,0
0.0364967,0
0.000183585,0
0.00147448,0
0.00239229,0
0.00204339,0
4.14E-005,0
0.0580323,0
0.0137549,0
0.0840121,0
0.0166798,0
0.0103041,0
0.106949,0
8.51E-007,0
0.00017086,0
0.0191023,0
0.0506753,0
0.00320979,0
0.00938194,0
0.00228636,0
0.0592944,0
0.0259678,0
0.00143923,0
4.24E-005,0
0.000172727,0
0.000625563,0
0.0230526,0
0.0187153,0
0.0041448,0
0.00376615,0
0.0312471,0
0.0263323,0
0.0310615,0
0.0223563,0
0.00606617,0
0.0424951,0
5.74E-005,0
0.00388531,0
0.166524,0
0.000325083,0
0.014613,0
0.0119263,0
0.00140342,0
5.54E-010,0
0.0134303,0
9.78E-005,0
0.0223596,0
0.0210915,0
0.0567651,0
0.0653206,0
0.0551198,0
0.000951302,0
0.0305545,0
2.60E-006,0
4.89E-005,0
1.56E-005,0
0.0150604,0
0.0555184,0
0.0245724,0
0.0284023,0
0.0353785,0
8.76E-005,0
0.0323046,0
0.00966847,0
0.00048751,0
0.0256957,0
